"","nsum","nGene"
"3092",1312,306
"3093",8642,2107
"3094",1474,379
"3095",1345,336
"3096",3976,1312
"3097",2030,586
"3098",11354,2615
"3099",1896,505
"3100",1673,471
"3101",3050,1009
"3102",9774,3014
"3103",3562,1269
"3104",3582,1229
"3105",6068,1988
"3106",2089,635
"3107",11065,3327
"3108",7820,1978
"3109",14389,3728
"3110",1827,513
"3111",6194,1764
"3112",2287,799
"3113",1879,590
"3114",1285,311
"3115",6324,1872
"3116",1706,522
"3117",6175,1878
"3118",5277,1435
"3119",1740,473
"3120",10644,2455
"3121",25046,4958
"3122",1523,404
"3123",1369,356
"3124",7506,2427
"3125",2835,988
"3126",1561,487
"3127",4174,1275
"3128",1349,394
"3129",1785,582
"3130",6725,2057
"3131",10801,2902
"3132",1334,319
"3133",7738,1913
"3134",1442,429
"3135",1236,308
"3136",52122,6781
"3137",1466,441
"3138",8861,2786
"3139",12627,3637
"3140",3693,1176
"3141",4982,1625
"3142",1513,422
"3143",7233,2064
"3144",25426,4616
"3145",4833,1708
"3146",1882,595
"3147",2107,695
"3148",5263,1645
"3149",25985,3799
"3150",11542,431
"3151",11809,791
"3152",11474,732
"3153",23154,3978
"3154",12409,1189
"3155",11144,696
"3156",21328,2609
"3157",10653,398
"3158",10475,520
"3159",10551,576
"3160",9994,561
"3161",16933,2406
"3162",13104,1523
"3163",21197,3302
"3164",8927,584
"3165",10886,876
"3166",29715,4331
"3167",8916,352
"3168",9131,584
"3169",8420,435
"3170",10050,1063
"3171",8452,329
"3172",9869,948
"3173",9335,795
"3174",8793,743
"3175",9957,1015
"3176",7265,313
"3177",9556,969
"3178",7618,364
"3179",10181,1296
"3180",28189,3750
"3181",7980,727
"3182",14980,2742
"3183",17419,2580
"3184",7189,484
"3185",6653,386
"3186",11072,1959
"3187",8294,1032
"3188",6426,321
"3189",6994,506
"3190",28862,3689
"3191",11155,1481
"3192",6412,572
"3193",6061,438
"3194",7307,992
"3195",5753,307
"3196",7717,1045
"3197",11828,1982
"3198",5861,432
"3199",22182,3938
"3200",5854,691
"3201",4953,307
"3202",4626,363
"3203",10895,2145
"3204",5119,620
"3205",7688,1315
"3206",4283,323
"3207",4940,636
"3208",4125,337
"3209",4389,578
"3210",4314,390
"3211",4206,474
"3212",3951,364
"3213",12912,2500
"3214",16920,2998
"3215",14270,2440
"3216",6365,1322
"3217",6948,1559
"3218",3371,335
"3219",9697,2268
"3220",3751,412
"3221",16265,3482
"3222",5543,1310
"3223",4684,834
"3224",16286,3948
"3225",3911,468
"3226",3442,500
"3227",3691,431
"3228",4879,860
"3229",3865,588
"3230",17816,3360
"3231",14276,2633
"3232",5028,1026
"3233",3848,608
"3234",4339,867
"3235",3248,331
"3236",37262,5428
"3237",4234,572
"3238",7745,1532
"3239",3600,568
"3240",13870,2906
"3241",3189,446
"3242",4710,911
"3243",7307,1607
"3244",4353,865
"3245",3929,922
"3246",3728,713
"3247",6967,1707
"3248",33404,5506
"3249",6298,1445
"3250",21517,4483
"3251",5300,1349
"3252",14456,2871
"3253",3068,415
"3254",3963,796
"3255",15556,3323
"3256",9160,2491
"3257",43900,6763
"3258",3347,626
"3259",2923,452
"3260",5119,1217
"3261",3335,522
"3262",14790,3235
"3263",2671,469
"3264",7404,1840
"3265",17427,3962
"3266",7943,1950
"3267",2693,427
"3268",9964,2096
"3269",2882,316
"3270",3540,711
"3271",6772,1256
"3272",7215,1886
"3273",2657,314
"3274",2890,411
"3275",16026,3780
"3276",8598,1748
"3277",7507,2074
"3278",6931,1418
"3279",2743,331
"3280",4303,881
"3281",4201,794
"3282",6827,1917
"3283",19446,3563
"3284",3237,733
"3285",4574,956
"3286",9325,2054
"3287",2717,434
"3288",5744,1260
"3289",2584,408
"3290",4052,1006
"3291",2806,442
"3292",4637,1086
"3293",4408,793
"3294",5303,1360
"3295",4260,989
"3296",4604,1050
"3297",4033,912
"3298",2698,388
"3299",3447,791
"3300",14434,3066
"3301",2960,489
"3302",13426,2477
"3303",13533,2925
"3304",2985,558
"3305",2519,353
"3306",3199,608
"3307",4493,1184
"3308",19025,3800
"3309",11465,2527
"3310",3154,639
"3311",17091,3866
"3312",6227,1423
"3313",2398,362
"3314",53318,7284
"3315",13964,2614
"3316",6223,1566
"3317",3101,742
"3318",2486,412
"3319",2596,460
"3320",3550,745
"3321",4222,993
"3322",4236,938
"3323",2468,352
"3324",4281,1281
"3325",7093,1552
"3326",3058,532
"3327",25136,4339
"3328",3612,822
"3329",3333,757
"3330",11386,2272
"3331",2522,375
"3332",9775,2556
"3333",2447,378
"3334",14300,2843
"3335",2774,499
"3336",3028,597
"3337",3682,1048
"3338",3802,705
"3339",3351,793
"3340",8102,2227
"3341",6248,1377
"3342",3139,801
"3343",2335,347
